1,Bob_the_Dog,,Yak's_Bend,21,3,14,10,34,1,17,6,22,4,19,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127
2,Shiny!,,Anvil_Rock,,,,,,,,,,,,,11,2,21,1,11,2,15,2,21,1,15,1,20,1,,,,,,,,,,,,,,,,,,,,,,,114
2,Vic_Sage,,Underworld,16,6,21,3,13,13,15,8,29,1,20,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114
3,Wonder_Woman,,Underworld,18,4,19,5,20,7,20,5,15,10,20,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112
4,Barbara_Gordon,,Ruins_of_Surmia,10,11,17,7,24,4,16,7,20,6,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108
5,Skritt_Forager,,Abaddon's_Mouth,,,,,,,,,,,,,16,1,17,2,22,1,19,1,10,2,13,2,8,5,,,,,,,,,,,,,,,,,,,,,,,105
6,Batgirl,,Ruins_of_Surmia,12,10,12,12,19,8,27,1,19,7,15,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104
7,Daffy_Duck,,Ruins_of_Surmia,18,4,20,4,11,15,21,4,16,9,15,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101
8,Elmer_Fudd,,Sea_of_Sorrows,4,14,8,14,18,9,22,3,23,3,17,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92
8,Eric_Cartman,,Sanctum_of_Rall,17,5,13,11,13,13,13,10,20,6,16,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92
9,The_Joker,,Blackgate,9,12,20,4,16,11,23,2,23,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91
10,Blue_Beetle,,Ruins_of_Surmia,15,7,5,15,15,12,23,2,12,13,19,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89
11,Wally_West,,Underworld,9,12,12,12,17,10,20,5,12,13,14,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84
12,Khan,,Yak's_Bend,18,4,18,6,26,3,17,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79
13,Beyond_Justice,,Underworld,,,,,18,9,16,7,21,5,17,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72
14,Stitch!,,Ring_of_Fire,16,6,16,8,23,5,15,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70
14,Superman,,Piken_Square,10,11,14,10,26,3,20,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70
15,Legion,,Yak's_Bend,10,11,27,1,22,6,10,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69
16,Batman,,Tarnished_Coast,,,,,20,7,17,6,18,8,13,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68
17,Fred_Flintstone,,Maguuma,28,1,12,12,15,12,12,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67
17,Kvothe,,Yak's_Bend,13,9,21,3,18,9,15,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67
18,Quaggan,,Crystal_Desert,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3,13,4,17,4,22,2,,,,,,,,,,,,,,,64
18,Tim_Drake,,Underworld,6,13,10,13,19,8,10,12,7,15,12,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64
18,We_Are_Bob,,Yak's_Bend,14,8,13,11,29,2,8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64
19,All_Action_Hero,,Blackgate,,,,,,,,,,,,,,,,,,,,,,,,,13,3,12,3,17,3,18,3,,,,,,,,,,,,,,,,,60
19,Donald_Duck,,Kodash,12,10,20,4,18,9,10,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60
19,Oh_So_Cute,,Blacktide,,,,,,,,,,,,,,,,,,,,,,,,,15,2,21,2,13,4,11,6,,,,,,,,,,,,,,,,,60
20,Tigger,,Riverside,14,8,17,7,10,16,15,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56
21,Marge_Simpson,,Stormbluff_Isle,,,,,10,16,17,6,14,11,12,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53
22,Riker,,Yak's_Bend,13,9,15,9,15,12,9,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52
23,E'telekeli,,Borlis_Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,22,1,21,1,7,7,,,,,,,,,,,,,,,,,50
24,Daisy_Duck,,Dragonbrand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,4,18,3,18,4,,,,,,,,,,,,,,,49
25,Pink_Panther,,Miller's_Sound,23,2,25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48
26,Homer,,Yak's_Bend,6,13,12,12,13,13,13,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44
27,Bart_Simpson,,Yak's_Bend,,,,,,,,,24,2,19,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43
28,Janie's_Got_a_Gun,,Desolation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,31,1,,,,,,,,,,,,,,,,,40
28,Lightning_Bug,,Arborstone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,4,23,1,,,,,,,,,,,,,,,40
29,Cry_of_Frustration,,Augury_Rock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,19,3,,,,,,,,,,,,,,,39
29,Goofy,,Drakkar_Lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,5,16,5,13,5,,,,,,,,,,,,,,,39
29,Sylvester,,Henge_of_Denravi,18,4,21,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39
30,Nite_Hawk,,Kaineng,18,4,20,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38
31,Hoohoo_Heehee,,Darkhaven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,2,17,4,,,,,,,,,,,,,,,,,35
32,Pepe_Le_Pew,,Vizunah_Square,,,,,,,,,13,12,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34
33,Chip_'n'_Dale,,Vabbi,,,,,,,,,11,14,19,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
34,Piglet,,Whiteside_Ridge,,,,,,,,,21,5,6,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27
35,The_Hulk,,Seafarer's_Rest,,,,,12,14,14,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
36,Darth_Maul,,Aurora_Glade,,,,,,,,,,,,,,,,,,,,,,,,,11,4,7,4,,,,,,,,,,,,,,,,,,,,,18
37,Maggie_Simpson,,Sorrow's_Furnace,,,,,7,17,10,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17
38,Nightwing,,Blackgate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,,,,,,,,,,,,,,6
39,Homer_Simpson,,Northern_Shiverpeaks,4,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
