1,Bob_the_Dog,,Yak's_Bend,21,3,14,10,34,1,17,6,22,4,19,3,,,,,,,,,,,,,,,,,,,,,,,20,2,5,4,,,,,,,,,,,152
2,Shiny!,,Anvil_Rock,,,,,,,,,,,,,11,2,21,1,11,2,15,2,21,1,15,1,20,1,,,,,,,,,,,,,,,,,,,,,,,114
2,Vic_Sage,,Underworld,16,6,21,3,13,13,15,8,29,1,20,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114
3,Wonder_Woman,,Underworld,18,4,19,5,20,7,20,5,15,10,20,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112
4,Barbara_Gordon,,Ruins_of_Surmia,10,11,17,7,24,4,16,7,20,6,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108
5,Skritt_Forager,,Abaddon's_Mouth,,,,,,,,,,,,,16,1,17,2,22,1,19,1,10,2,13,2,8,5,,,,,,,,,,,,,,,,,,,,,,,105
6,Batgirl,,Ruins_of_Surmia,12,10,12,12,19,8,27,1,19,7,15,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104
7,Daffy_Duck,,Ruins_of_Surmia,18,4,20,4,11,15,21,4,16,9,15,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101
8,Elmer_Fudd,,Sea_of_Sorrows,4,14,8,14,18,9,22,3,23,3,17,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92
8,Eric_Cartman,,Sanctum_of_Rall,17,5,13,11,13,13,13,10,20,6,16,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92
9,The_Joker,,Blackgate,9,12,20,4,16,11,23,2,23,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91
10,Blue_Beetle,,Ruins_of_Surmia,15,7,5,15,15,12,23,2,12,13,19,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89
11,Wally_West,,Underworld,9,12,12,12,17,10,20,5,12,13,14,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84
12,Daisy_Duck,,Dragonbrand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,4,18,3,21,3,28,1,,,,,,,,,,,,,80
13,Khan,,Yak's_Bend,18,4,18,6,26,3,17,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79
14,Beyond_Justice,,Underworld,,,,,18,9,16,7,21,5,17,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72
15,Stitch!,,Ring_of_Fire,16,6,16,8,23,5,15,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70
15,Superman,,Piken_Square,10,11,14,10,26,3,20,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70
16,Legion,,Yak's_Bend,10,11,27,1,22,6,10,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69
17,Batman,,Tarnished_Coast,,,,,20,7,17,6,18,8,13,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68
18,Fred_Flintstone,,Maguuma,28,1,12,12,15,12,12,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67
18,Goofy,,Drakkar_Lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,5,16,5,13,4,18,3,10,1,,,,,,,,,,,67
18,Kvothe,,Yak's_Bend,13,9,21,3,18,9,15,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67
19,Quaggan,,Crystal_Desert,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3,13,4,17,4,23,2,,,,,,,,,,,,,,,65
20,Tim_Drake,,Underworld,6,13,10,13,19,8,10,12,7,15,12,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64
20,We_Are_Bob,,Yak's_Bend,14,8,13,11,29,2,8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64
21,All_Action_Hero,,Blackgate,,,,,,,,,,,,,,,,,,,,,,,,,13,3,12,3,17,3,18,3,,,,,,,,,,,,,,,,,60
21,Donald_Duck,,Kodash,12,10,20,4,18,9,10,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60
21,Oh_So_Cute,,Blacktide,,,,,,,,,,,,,,,,,,,,,,,,,15,2,21,2,13,4,11,6,,,,,,,,,,,,,,,,,60
22,Tigger,,Riverside,14,8,17,7,10,16,15,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56
23,Marge_Simpson,,Stormbluff_Isle,,,,,10,16,17,6,14,11,12,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53
