1,J'onn_J'onzz,Aurora_Glade,,,,,,,4,2,,,2,6,4,2,5,1,1,4,5,1,,,,,21
2,Jack_Knight,Aurora_Glade,,,,,,,,,,,8,1,,,5,1,1,4,,,3,3,3,3,20
2,Kyle_Rayner,Blackgate,,,,,,,,,4,2,4,4,,,3,2,3,2,1,5,5,1,,,20
3,E'telekeli,Borlis_Pass,,,,,,,,,4,2,4,4,4,2,,,,,1,5,2,4,4,2,19
4,Daredevil,Aurora_Glade,,,,,,,,,,,3,5,4,2,3,2,5,1,3,3,,,,,18
4,Oh_So_Cute,Blacktide,,,,,,,3,3,,,3,5,5,1,3,2,1,4,,,3,3,,,18
5,Dick_Grayson,Aurora_Glade,,,,,,,5,1,3,3,6,2,3,3,,,,,,,,,,,17
6,Green_Lantern,Aurora_Glade,,,,,,,1,4,5,1,6,2,,,,,,,,,4,2,,,16
7,Booster_Gold,Aurora_Glade,,,,,,,,,5,1,4,4,,,3,2,,,2,4,,,,,14
8,Darth_Maul,Aurora_Glade,,,,,,,1,4,4,2,5,3,,,1,4,,,2,4,,,,,13
8,Hal_Jordan,Aurora_Glade,,,,,,,,,2,4,,,3,3,,,2,3,4,2,,,2,4,13
9,Bruce_Wayne,Aurora_Glade,,,,,,,1,4,2,4,,,,,3,2,3,2,1,5,,,,,10
10,Quaggan,Crystal_Desert,,,,,,,,,3,3,1,7,,,,,,,3,3,2,4,,,9
11,Green_Arrow,Aurora_Glade,,,,,,,,,,,5,3,2,4,1,4,,,,,,,,,8
12,Flash,Aurora_Glade,,,,,,,,,,,,,2,4,,,,,5,1,,,,,7
12,The_Commander,Baruch_Bay,,,,,,,,,,,4,4,3,3,,,,,,,,,,,7
13,Goofy,Drakkar_Lake,,,,,,,,,,,,,,,,,,,,,,,5,1,5
14,Hoohoo_Heehee,Darkhaven,,,,,,,,,,,,,,,,,,,,,,,3,3,3
15,All_Action_Hero,Blackgate,,,,,,,,,,,,,,,2,3,,,,,,,,,2
15,Daisy_Duck,Dragonbrand,,,,,,,,,,,,,,,,,,,,,,,2,4,2
