1,Bob_the_Dog,Yak's_Bend,24,10,25,7,30,7,26,9,38,2,37,4,,,,,,,,,,,,,,,,,,,,,,,19,6,39,1,26,6,31,2,28,4,38,1,21,3,382
2,Riker,Yak's_Bend,29,7,23,9,36,4,26,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,3,38,1,21,3,202
3,Fred_Flintstone,Maguuma,45,1,24,8,38,3,20,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,2,25,2,187
3,Homer,Yak's_Bend,23,11,33,1,22,12,31,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,2,27,6,16,7,187
4,Barbara_Gordon,Ruins_of_Surmia,22,12,32,2,35,5,31,4,28,7,35,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183
5,Shiny!,Anvil_Rock,,,,,,,,,,,,,19,1,18,2,31,1,33,1,25,2,30,1,24,3,,,,,,,,,,,,,,,,,,,,,,,180
6,Tim_Drake,Underworld,31,5,17,14,44,1,25,10,30,5,26,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173
7,Skritt_Forager,Abaddon's_Mouth,,,,,,,,,,,,,19,1,27,1,31,1,18,2,27,1,14,2,28,1,,,,,,,,,,,,,,,,,,,,,,,164
8,Wally_West,Underworld,13,18,29,4,26,10,29,6,26,9,39,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162
9,Kvothe,Yak's_Bend,27,9,32,2,18,15,26,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,7,29,1,158
10,Eric_Cartman,Sanctum_of_Rall,22,12,18,13,38,3,24,11,26,9,29,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157
11,Goofy,Drakkar_Lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,2,25,5,31,2,31,3,13,10,23,9,,,,,,,,,152
12,Legion,Yak's_Bend,23,11,26,6,28,9,15,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,1,20,4,150
13,Elmer_Fudd,Sea_of_Sorrows,31,5,20,12,21,13,28,7,29,6,20,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149
14,Blue_Beetle,Ruins_of_Surmia,20,13,31,3,18,15,20,14,37,3,22,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148
15,Khan,Yak's_Bend,30,6,31,3,10,20,25,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,9,19,11,9,11,145
16,Donald_Duck,Kodash,33,4,16,15,30,7,26,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,4,9,11,144
16,We_Are_Bob,Yak's_Bend,34,3,16,15,10,20,36,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,5,19,5,144
17,Tasmanian_Devil,Gunnar's_Hold,12,19,21,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,5,27,5,35,2,25,2,143
18,Batgirl,Ruins_of_Surmia,15,17,31,3,24,11,20,14,20,12,26,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136
19,Dewey_Duck,Fort_Aspenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,2,31,2,40,1,17,13,15,8,134
20,Vic_Sage,Underworld,28,8,15,16,24,11,20,14,16,14,29,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132
21,Minnie_Mouse,Ferguson's_Crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,5,24,8,17,7,24,7,29,5,7,12,128
22,Sylvester,Henge_of_Denravi,23,11,22,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,3,17,11,18,12,16,7,123
23,Oliver_Queen,Blackgate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,3,35,2,32,3,24,8,,,,,,,,,120
24,Wonder_Woman,Underworld,19,14,14,17,17,16,31,4,16,14,21,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118
25,Louie_Duck,Fort_Ranik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,11,33,1,25,6,22,9,18,6,116
26,Starman,Blackgate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,8,31,2,27,3,19,10,21,10,,,115
26,The_Joker,Blackgate,31,5,23,9,22,12,16,15,23,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115
27,Daffy_Duck,Ruins_of_Surmia,13,18,18,13,18,15,25,10,10,16,30,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114
28,Nightwing,Blackgate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,2,24,4,30,4,28,4,,,,,,,,,113
29,Mickey_Mouse,Devona's_Rest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,4,14,8,34,1,36,1,,,,,,,,,,,,,110
30,Tigger,Riverside,35,2,27,5,32,6,15,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109
31,Marge_Simpson,Stormbluff_Isle,,,,,14,17,27,8,39,1,25,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105
32,Huey_Duck,Fissure_of_Woe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,1,25,4,19,10,15,15,13,9,104
