1,Bob_the_Dog,Yak's_Bend,4,3,4,6,3,4,4,4,,,8,3,6,4,6,2,8,2,7,4,3,5,5,1,58
1,Dewey_Duck,Fort_Aspenwood,1,5,8,2,4,3,1,6,6,1,7,4,8,2,1,7,1,8,9,2,8,1,4,2,58
2,Khan,Yak's_Bend,,,1,7,11,1,5,3,,,6,5,5,5,7,1,11,1,3,7,2,6,3,3,54
3,Louie_Duck,Fort_Ranik,4,3,6,4,5,2,5,3,1,5,6,5,6,4,5,3,1,8,11,1,2,6,,,52
4,Sylvester,Henge_of_Denravi,,,9,1,5,2,1,6,2,4,9,2,,,2,6,3,6,7,4,2,6,4,2,44
5,Starman,Blackgate,1,5,,,3,4,12,1,4,2,10,1,6,4,3,5,1,8,,,,,,,40
5,Super_Jo,Blackgate,7,2,8,2,,,4,4,3,3,6,5,4,6,5,3,3,6,,,,,,,40
6,Nite_Hawk,Kaineng,,,,,,,,,,,1,8,10,1,7,1,4,5,5,5,7,2,4,2,38
7,We_Are_Bob,Yak's_Bend,,,,,,,,,,,,,8,2,5,3,7,3,11,1,2,6,3,3,36
8,Kvothe,Yak's_Bend,,,,,,,,,,,9,2,7,3,,,5,4,4,6,4,4,4,2,33
9,Homer,Yak's_Bend,,,5,5,4,3,1,6,3,3,8,3,3,7,,,,,3,7,,,3,3,30
9,Huey_Duck,Fissure_of_Woe,4,3,,,,,2,5,6,1,,,,,,,8,2,3,7,5,3,2,4,30
9,Legion,Yak's_Bend,,,,,,,,,,,4,7,6,4,2,6,5,4,8,3,3,5,2,4,30
10,biot.4721,Gandara,11,1,7,3,1,5,4,4,,,,,,,,,,,,,,,,,23
10,Riker,Yak's_Bend,,,,,5,2,8,2,,,4,7,,,4,4,,,,,1,7,1,5,23
11,Fred_Flintstone,Maguuma,,,,,,,,,,,5,6,3,7,2,6,3,6,3,7,2,6,4,2,22
11,Woody_Woodpecker,Isle_of_Janthir,,,,,,,,,,,5,6,3,7,2,6,2,7,7,4,3,5,,,22
12,Spider_Man,Eredon_Terrace,3,4,7,3,4,3,4,4,2,4,,,,,,,,,,,,,,,20
13,Donald_Duck,Kodash,,,,,,,,,,,,,6,4,2,6,2,7,4,6,1,7,1,5,16
14,Yogi_Bear,Far_Shiverpeaks,4,3,,,1,5,2,5,1,5,,,,,,,,,,,,,,,8
