1,Bob_the_Dog,Yak's_Bend,1,5,,1,6,,10,3,,10,1,,5,2,,11,1,,5,4,,,,,43
2,Goofy,Drakkar_Lake,,,,,,,4,7,,10,1,,8,1,,9,3,,9,2,,,,,40
3,Quaggan,Crystal_Desert,3,3,,3,5,,13,1,,4,5,,3,4,,10,2,,3,6,,,,,39
4,All_Action_Hero,Blackgate,,,,4,4,,8,5,,7,3,,8,1,,8,4,,,,,,,,35
5,Cry_of_Frustration,Augury_Rock,5,1,,,,,12,2,,8,2,,2,5,,3,7,,2,7,,,,,32
6,Daisy_Duck,Dragonbrand,,,,,,,9,4,,8,2,,,,,9,3,,5,4,,,,,31
7,J'onn_J'onzz,Aurora_Glade,,,,8,1,,9,4,,4,5,,1,6,,6,6,,,,,,,,28
8,Jack_Knight,Aurora_Glade,,,,4,4,,2,8,,8,2,,4,3,,9,3,,,,,,,,27
8,Mickey_Mouse,Devona's_Rest,,,,,,,10,3,,2,6,,3,4,,10,2,,2,7,,,,,27
9,Green_Lantern,Aurora_Glade,,,,3,5,,5,6,,2,6,,8,1,,6,6,,,,,,,,24
9,Oh_So_Cute,Blacktide,,,,6,2,,2,8,,7,3,,3,4,,6,6,,,,,,,,24
10,E'telekeli,Borlis_Pass,,,,,,,8,5,,2,6,,5,2,,3,7,,5,4,,,,,23
11,Hal_Jordan,Aurora_Glade,3,3,,,,,8,5,,1,7,,,,,6,6,,,,,,,,18
12,Kyle_Rayner,Blackgate,,,,,,,5,6,,5,4,,3,4,,3,7,,,,,,,,16
13,Janies_Gotta_Gun,Desolation,,,,,,,,,,1,7,,4,3,,7,5,,,,,,,,12
14,Nightwing,Blackgate,,,,,,,,,,,,,,,,,,,10,1,,,,,10
15,Booster_Gold,Aurora_Glade,,,,8,1,,,,,,,,,,,,,,,,,,,,8
15,Bruce_Wayne,Aurora_Glade,3,3,,5,3,,,,,,,,,,,,,,,,,,,,8
16,Oracle,Blackgate,,,,,,,,,,,,,,,,,,,7,3,,,,,7
16,The_Commander,Baruch_Bay,3,3,,4,4,,,,,,,,,,,,,,,,,,,,7
17,Flash,Aurora_Glade,2,4,,4,4,,,,,,,,,,,,,,,,,,,,6
18,Dick_Grayson,Aurora_Glade,,,,5,3,,,,,,,,,,,,,,,,,,,,5
18,Green_Arrow,Aurora_Glade,,,,5,3,,,,,,,,,,,,,,,,,,,,5
19,Daredevil,Aurora_Glade,4,2,,,,,,,,,,,,,,,,,,,,,,,4
19,Hoohoo_Heehee,Darkhaven,,,,,,,1,9,,1,7,,1,6,,1,8,,,,,,,,4
19,Lightning_Bug,Arborstone,3,3,,1,6,,,,,,,,,,,,,,,,,,,,4
19,Martian_Manhunter,Blackgate,,,,,,,,,,,,,,,,,,,4,5,,,,,4
19,Oliver_Queen,Blackgate,,,,,,,,,,,,,,,,,,,4,5,,,,,4
19,Wolverine,Dzagonur,,,,,,,,,,,,,,,,,,,4,5,,,,,4
20,Darth_Maul,Aurora_Glade,2,4,,1,6,,,,,,,,,,,,,,,,,,,,3
